YKL160W,YKL206C,0.35726316093241994
YKL160W,YKL205W,0.0218026086301552
YKL160W,YKL204W,0.5737867070532516
YKL160W,YKL203C,0.5762010606536504
YKL160W,YKL202W,0.4128445749575332
YKL160W,YKL197C,0.48957050259551793
YKL160W,YKL196C,0.6541115595568265
YKL160W,YKL195W,0.4375943725816495
YKL160W,YKL194C,0.2669493127474064
YKL160W,YKL193C,0.4922394972485138
YKL160W,YKL192C,0.49713651546541965
YKL160W,YKL191W,0.07297754463438312
YKL160W,YKL190W,0.6593935418230638
YKL160W,YKL189W,0.5828406545060711
YKL160W,YKL188C,0.549716199763232
YKL160W,YKL187C,0.33341443119211867
YKL160W,YKL186C,0.39055077450584663
YKL160W,YKL185W,0.2566714279973692
YKL160W,YKL184W,0.5054950779905177
YKL160W,YKL183W,0.43696408393633496
YKL160W,YKL182W,0.4682225691460074
YKL160W,SNR128,0.16893939843420733
YKL160W,SNR190,0.06881561878344242
YKL160W,SNR37,0.18357332216822966
YKL160W,SNR60,0.13854925908581858
YKL160W,CEN10,0.11679468601380645
YKL160W,SNR3,0.012181561232438015
YKL160W,YKL224C,0.3589871783029992
YKL160W,YKL222C,0.5110518186327495
YKL160W,YKL221W,0.35091586630379173
YKL160W,YKL220C,0.5464901020968939
YKL160W,YKL219W,0.4696621162848223
YKL160W,YKL218C,0.47973419656993943
YKL160W,YKL217W,0.49698490331726414
YKL160W,YKL216W,0.05163723329064058
YKL160W,YKL215C,0.6038458216109264
YKL160W,YKL214C,0.5657082785748415
YKL160W,YKL213C,0.4714839673806085
YKL160W,YKL212W,0.06816363813635005
YKL160W,YKL211C,0.29481272316875085
YKL160W,YKL210W,0.3881349925077026
YKL160W,YKL209C,0.2470300947416942
YKL160W,YKL208W,0.2438248333779623
YKL160W,YKL207W,0.4200906472344266
YKL160W,YJR149W,0.3917784475162629
YKL160W,YJR150C,0.14100426413664457
YKL160W,YJR151C,0.516778338036762
YKL160W,YJR152W,0.029433540479188593
YKL160W,YJR153W,0.34265211534063883
YKL160W,YJR154W,0.11258102640819213
YKL160W,YJR155W,0.1578382659826994
YKL160W,YJR156C,0.6058404335421598
YKL160W,YJR157W,0.44026477970051886
YKL160W,YJR158W,0.09377048386569431
